PSID Gene Module kTotal kWithin kOut kDiff rank
NEUROD6 NEUROD6 midnightblue 9.44975045454044 1.90766158565351 7.54208886888693 -5.63442728323342 1
VGF VGF midnightblue 6.67684281904528 1.49856568898517 5.17827713006011 -3.67971144107494 2
EGR1 EGR1 midnightblue 5.91872773118157 1.36283601239469 4.55589171878688 -3.19305570639219 3
BDNF BDNF midnightblue 7.63997464569828 1.32375247443668 6.3162221712616 -4.99246969682492 4
ETV5 ETV5 midnightblue 5.64255243916398 1.28793280239669 4.35461963676729 -3.06668683437061 5
HSPB3 HSPB3 midnightblue 6.85031790117798 1.2604165008676 5.58990140031038 -4.32948489944279 6
CCKBR CCKBR midnightblue 7.48700638792846 1.25288343419699 6.23412295373147 -4.98123951953448 7
DUSP4 DUSP4 midnightblue 5.76149446230378 1.22456499946456 4.53692946283922 -3.31236446337465 8
NRN1 NRN1 midnightblue 12.7331290465545 1.22259452246299 11.5105345240915 -10.2879400016285 9
SLC30A3 SLC30A3 midnightblue 6.97632321308021 1.2212401279911 5.7550830850891 -4.533842957098 10
STX1A STX1A midnightblue 8.40473560079845 1.16362995942938 7.24110564136907 -6.07747568193969 11
CRYM CRYM midnightblue 10.3727395068549 1.15726814530497 9.21547136154996 -8.05820321624498 12
FLRT1 FLRT1 midnightblue 7.54080308813333 1.10024693461806 6.44055615351527 -5.34030921889721 13
SST SST midnightblue 6.93422752994135 1.08917788611765 5.8450496438237 -4.75587175770604 14
PRMT8 PRMT8 midnightblue 9.67614065709278 1.08771043150648 8.5884302255863 -7.50071979407983 15
CAMKK2 CAMKK2 midnightblue 6.16820649436869 1.06026390190149 5.10794259246719 -4.0476786905657 16
ATP2A2 ATP2A2 midnightblue 10.0803867060227 1.05236383535106 9.02802287067164 -7.97565903532058 17
PNOC PNOC midnightblue 7.50181176385703 1.01575940922958 6.48605235462745 -5.47029294539787 18
DUSP6 DUSP6 midnightblue 4.56528082565497 0.975665712183405 3.58961511347157 -2.61394940128816 19
KCNK1 KCNK1 midnightblue 7.42388715862369 0.94980038701733 6.47408677160636 -5.52428638458903 20
FHL2 FHL2 midnightblue 7.28488681490735 0.933269440714367 6.35161737419299 -5.41834793347862 21
DUSP2 DUSP2 midnightblue 6.18634440115591 0.916710388013782 5.26963401314212 -4.35292362512834 22
CRHBP CRHBP midnightblue 6.45252276694924 0.90023011816858 5.55229264878066 -4.65206253061208 23
WSB2 WSB2 midnightblue 7.24147794808928 0.891554395102239 6.34992355298704 -5.4583691578848 24
IGF1 IGF1 midnightblue 6.07366069002945 0.881261505547445 5.192399184482 -4.31113767893456 25
NRGN NRGN midnightblue 6.50824454649223 0.872116173566537 5.63612837292569 -4.76401219935916 26
